Order ID,Order Date,Sales,Quantity,Discount,Profit
CA-2016-109820,2016-11-20,15.696,3,0.2,5.1012
CA-2016-109820,2016-11-20,2.628,2,0.7,-1.9272
CA-2016-109820,2016-11-20,14.427,3,0.7,-10.5798
CA-2016-113061,2016-04-22,86.62,2,0.0,8.662
CA-2015-127418,2015-06-13,36.624,3,0.2,13.734
CA-2017-121818,2017-11-20,23.968,7,0.2,2.6964
CA-2017-121818,2017-11-20,28.728,3,0.2,1.7955
CA-2016-127670,2016-03-20,697.16,4,0.0,146.4036
CA-2016-102981,2016-09-06,31.86,2,0.0,11.151
CA-2016-102981,2016-09-06,722.352,3,0.2,90.294
CA-2017-115651,2017-07-09,8.84,5,0.2,2.9835
CA-2017-115651,2017-07-09,58.464,9,0.8,-146.16
CA-2017-152702,2017-10-12,254.604,14,0.3,-18.186
CA-2016-169103,2016-03-08,1363.96,5,0.2,85.2475
CA-2016-169103,2016-03-08,102.36,3,0.2,-3.8385
CA-2014-139192,2014-05-27,1113.504,12,0.2,125.2692
CA-2014-139192,2014-05-27,99.99,1,0.0,37.9962
US-2015-153500,2015-07-03,168.464,2,0.2,-29.4812
US-2015-153500,2015-07-03,6.72,2,0.2,2.436
US-2015-153500,2015-07-03,282.888,9,0.2,56.5776
CA-2015-110667,2015-04-04,11.16,2,0.0,4.3524
CA-2015-110667,2015-04-04,108.4,2,0.0,22.764
CA-2015-110667,2015-04-04,82.344,3,0.2,27.7911
CA-2015-110667,2015-04-04,9.088,4,0.2,3.2944
CA-2017-167150,2017-12-10,19.936,4,0.2,7.2268
CA-2017-167150,2017-12-10,65.568,2,0.2,22.9488
CA-2016-105284,2016-11-24,4.416,3,0.2,1.6008
US-2015-125374,2015-03-23,107.772,2,0.3,-29.2524
CA-2015-161263,2015-04-16,45.216,3,0.2,4.5216
CA-2015-161263,2015-04-16,10.416,7,0.2,-2.2134
CA-2015-161263,2015-04-16,7.872,3,0.2,1.2792
CA-2015-161263,2015-04-16,118.782,3,0.4,-27.7158
CA-2015-161263,2015-04-16,1.448,1,0.2,0.2353
CA-2015-161263,2015-04-16,55.47,5,0.7,-46.225
CA-2016-157686,2016-10-01,194.848,4,0.2,12.178
US-2017-139955,2017-09-28,1.744,1,0.2,-0.3488
US-2015-150161,2015-07-25,25.176,4,0.7,-18.4624
CA-2015-144652,2015-11-20,19.46,7,0.0,5.0596
CA-2016-152814,2016-04-28,29.472,3,0.2,9.9468
CA-2017-106943,2017-11-14,8.64,2,0.2,3.024
CA-2016-134348,2016-11-12,6.27,5,0.7,-4.598
CA-2016-134348,2016-11-12,4.368,7,0.7,-3.3488
CA-2016-134348,2016-11-12,31.984,2,0.2,1.999
CA-2016-161781,2016-09-29,40.88,7,0.0,10.6288
CA-2017-132521,2017-09-23,119.96,2,0.0,33.5888
CA-2017-132521,2017-09-23,31.44,3,0.0,8.4888
CA-2017-132521,2017-09-23,6.88,1,0.2,2.322
CA-2015-110016,2015-11-29,19.92,4,0.0,9.3624
CA-2015-110016,2015-11-29,1106.91,9,0.0,121.7601
US-2016-143819,2016-03-01,836.592,8,0.4,-264.9208
US-2016-143819,2016-03-01,26.38,1,0.0,12.1348
US-2016-143819,2016-03-01,362.92,2,0.0,105.2468
US-2016-143819,2016-03-01,4899.93,7,0.0,2400.9657
CA-2016-167584,2016-08-12,6.48,1,0.0,3.1104
CA-2016-166163,2016-08-15,71.976,3,0.2,7.1976
CA-2016-166163,2016-08-15,3.15,1,0.0,1.512
CA-2017-158407,2017-06-04,31.984,2,0.2,1.999
CA-2017-158407,2017-06-04,71.984,2,0.2,25.1944
CA-2015-143490,2015-12-06,120.15,9,0.0,33.642
CA-2015-143490,2015-12-06,219.184,2,0.2,19.1786
CA-2015-165085,2015-12-27,28.9,5,0.0,14.161
CA-2015-165085,2015-12-27,355.96,2,0.0,103.2284
CA-2017-160423,2017-01-21,348.208,7,0.2,30.4682
CA-2017-160423,2017-01-21,35.784,7,0.7,-28.6272
CA-2014-159338,2014-06-25,447.84,5,0.2,11.196
CA-2016-107216,2016-06-14,7.04,4,0.0,2.0416
CA-2016-107216,2016-06-14,8.73,3,0.0,4.1031
CA-2016-107216,2016-06-14,29.29,1,0.0,9.6657
CA-2016-107216,2016-06-14,8.64,3,0.0,2.5056
US-2017-145863,2017-04-21,2.694,3,0.8,-4.7145
US-2017-145863,2017-04-21,2.934,3,0.8,-4.9878
CA-2016-112340,2016-10-21,22.92,3,0.0,11.2308
US-2016-110156,2016-11-19,100.704,6,0.2,-16.3644
US-2016-110156,2016-11-19,2.328,2,0.6,-0.7566
US-2016-110156,2016-11-19,10.78,5,0.8,-17.248
US-2016-110156,2016-11-19,58.368,12,0.2,21.888
US-2016-110156,2016-11-19,40.968,3,0.2,13.8267
US-2016-110156,2016-11-19,71.96,5,0.2,25.186
US-2016-110156,2016-11-19,10.368,2,0.2,3.6288
US-2016-110156,2016-11-19,1.192,2,0.8,-2.0264
CA-2017-140585,2017-12-18,46.672,2,0.2,16.3352
CA-2017-140585,2017-12-18,119.833,1,0.15,-12.6882
CA-2017-140585,2017-12-18,119.98,2,0.0,57.5904
CA-2016-144855,2016-07-22,6.3,2,0.0,3.024
CA-2015-142755,2015-09-04,279.9,5,0.0,137.151
CA-2015-142755,2015-09-04,619.95,5,0.0,111.591
CA-2015-142755,2015-09-04,4.36,2,0.0,2.0492
CA-2015-142755,2015-09-04,15.28,2,0.0,7.4872
US-2014-147627,2014-01-20,699.93,7,0.0,181.9818
US-2014-147627,2014-01-20,22.96,7,0.0,6.6584
US-2014-147627,2014-01-20,38.6,4,0.0,11.58
US-2014-147627,2014-01-20,6.63,3,0.0,1.7901
US-2014-147627,2014-01-20,23.34,3,0.0,10.9698
US-2014-147627,2014-01-20,1067.94,3,0.0,224.2674
CA-2015-105970,2015-03-02,10.16,1,0.0,2.6416
CA-2015-105970,2015-03-02,101.88,6,0.0,50.94
CA-2016-112102,2016-04-12,343.92,4,0.0,75.6624
CA-2016-112102,2016-04-12,40.99,1,0.0,20.0851
CA-2016-112102,2016-04-12,63.9,5,0.0,28.755
US-2016-114776,2016-12-06,19.44,3,0.0,9.3312
US-2016-134908,2016-06-05,124.608,4,0.2,-23.364
US-2016-134908,2016-06-05,7.56,3,0.2,2.646
US-2016-148803,2016-12-11,85.224,3,0.2,7.4571
CA-2016-152170,2016-11-12,287.52,8,0.0,129.384
CA-2016-152170,2016-11-12,37.68,2,0.0,10.5504
CA-2016-152170,2016-11-12,19.98,2,0.0,8.991
CA-2016-152170,2016-11-12,20.58,7,0.0,5.5566
CA-2016-152170,2016-11-12,17.38,2,0.0,8.69
CA-2014-146969,2014-09-29,204.6,2,0.0,53.196
CA-2014-146969,2014-09-29,8.72,4,0.0,2.8776
CA-2014-146969,2014-09-29,6.48,1,0.0,3.1104
CA-2014-146969,2014-09-29,686.32,2,0.2,223.054
CA-2014-146969,2014-09-29,62.18,1,0.0,16.7886
CA-2015-112452,2015-04-04,644.076,2,0.1,107.346
CA-2015-112452,2015-04-04,5.84,2,0.0,2.628
CA-2015-112452,2015-04-04,12.76,2,0.0,5.8696
CA-2015-112452,2015-04-04,10.95,1,0.0,0.438
CA-2015-112452,2015-04-04,599.98,2,0.0,209.993
CA-2015-113971,2015-05-08,8.352,6,0.2,1.2528
CA-2017-160395,2016-12-31,3.64,2,0.0,1.638
CA-2017-160395,2016-12-31,159.768,7,0.2,53.9217
CA-2014-136567,2014-12-20,122.48,2,0.0,0.0
CA-2014-136567,2014-12-20,2244.48,7,0.0,493.7856
CA-2014-136567,2014-12-20,62.31,3,0.0,29.2857
CA-2014-136567,2014-12-20,455.1,2,0.0,100.122
CA-2016-149314,2016-07-02,195.184,1,0.2,19.5184
CA-2017-147039,2017-06-29,362.94,3,0.0,90.735
CA-2017-147039,2017-06-29,11.54,2,0.0,5.77
CA-2014-126522,2014-09-01,53.94,3,0.0,15.6426
CA-2014-127964,2014-03-03,9.99,1,0.0,4.5954
CA-2014-127964,2014-03-03,125.76,3,0.2,40.872
CA-2014-127964,2014-03-03,25.32,5,0.2,9.1785
CA-2014-117709,2014-05-04,46.8,4,0.0,21.06
CA-2015-125416,2015-11-02,447.93,9,0.0,49.2723
CA-2017-145226,2017-12-08,109.48,2,0.0,33.9388
CA-2017-145226,2017-12-08,272.94,3,0.0,0.0
CA-2017-145226,2017-12-08,19.44,3,0.0,9.3312
CA-2017-145226,2017-12-08,31.92,4,0.0,8.2992
US-2014-100279,2014-03-10,22.38,2,0.0,10.7424
CA-2014-158064,2014-04-21,16.52,5,0.2,5.5755
US-2015-104430,2015-10-22,5.176,4,0.8,-7.764
CA-2015-132080,2015-08-22,50.112,6,0.2,16.2864
CA-2016-161207,2016-08-29,27.93,3,0.0,8.0997
CA-2014-120243,2014-12-27,11.56,4,0.0,5.4332
CA-2016-113621,2016-12-01,172.5,2,0.0,51.75
CA-2016-113621,2016-12-01,179.97,3,0.0,44.9925
CA-2016-168081,2016-04-24,258.696,3,0.2,64.674
CA-2014-128146,2014-06-21,1322.93,7,0.0,357.1911
CA-2014-128146,2014-06-21,3.76,2,0.0,1.0904
CA-2017-138779,2017-01-14,21.744,1,0.2,7.3386
CA-2017-138779,2017-01-14,7.92,5,0.2,0.693
CA-2014-127131,2014-11-24,12.096,7,0.2,4.2336
CA-2014-127131,2014-11-24,485.88,6,0.0,9.7176
CA-2014-127131,2014-11-24,25.92,4,0.0,12.4416
CA-2014-127131,2014-11-24,197.58,2,0.0,53.3466
CA-2017-117212,2017-02-26,81.92,4,0.0,22.1184
CA-2017-117212,2017-02-26,889.536,8,0.2,66.7152
CA-2017-117212,2017-02-26,892.224,3,0.2,89.2224
CA-2017-117212,2017-02-26,223.92,4,0.0,109.7208
CA-2017-117212,2017-02-26,23.12,4,0.0,11.3288
US-2015-130519,2015-09-15,15.552,3,0.2,5.4432
US-2015-130519,2015-09-15,15.712,4,0.2,2.5532
US-2015-130519,2015-09-15,24.672,2,0.2,2.1588
US-2015-130519,2015-09-15,55.968,1,0.2,-2.0988
CA-2016-130946,2016-04-08,431.928,9,0.2,64.7892
CA-2016-130946,2016-04-08,95.984,4,0.3,-4.1136
CA-2016-130946,2016-04-08,1088.792,4,0.8,-1850.9464
CA-2016-114727,2016-07-18,544.008,3,0.2,40.8006
CA-2016-114727,2016-07-18,1.872,3,0.7,-1.4352
CA-2016-114727,2016-07-18,854.352,3,0.2,10.6794
CA-2016-114727,2016-07-18,593.568,2,0.2,0.0
CA-2016-114727,2016-07-18,338.04,3,0.2,-33.804
CA-2017-133235,2017-08-01,271.96,5,0.2,16.9975
CA-2016-137050,2016-07-14,11.21,1,0.0,3.363
CA-2016-137050,2016-07-14,9.144,3,0.2,3.2004
CA-2016-137050,2016-07-14,14.07,7,0.0,6.8943
CA-2016-137050,2016-07-14,41.86,7,0.0,10.465
CA-2016-137050,2016-07-14,8.544,2,0.2,2.8836
CA-2016-137050,2016-07-14,579.136,4,0.2,21.7176
US-2017-118087,2017-09-09,141.372,2,0.3,-48.4704
US-2017-118087,2017-09-09,3.036,2,0.7,-2.3276
US-2017-118087,2017-09-09,4.503,1,0.7,-3.6024
US-2017-118087,2017-09-09,4.672,1,0.2,1.5768
US-2017-118087,2017-09-09,95.88,3,0.2,28.764
US-2017-118087,2017-09-09,17.024,2,0.2,1.7024
US-2017-118087,2017-09-09,258.696,3,0.2,64.674
US-2017-118087,2017-09-09,1931.958,7,0.4,-386.3916
CA-2014-110184,2014-07-12,249.75,9,0.0,44.955
CA-2014-110184,2014-07-12,255.936,8,0.2,28.7928
CA-2016-126004,2016-12-04,113.79,3,0.0,20.4822
CA-2016-126004,2016-12-04,78.15,1,0.0,34.386
CA-2016-126004,2016-12-04,1.728,1,0.2,0.6048
CA-2016-126004,2016-12-04,40.56,4,0.0,19.8744
CA-2016-126004,2016-12-04,182.94,3,0.0,3.6588
CA-2016-126004,2016-12-04,193.86,2,0.0,11.6316
CA-2017-100013,2017-11-06,15.28,2,0.0,7.4872
CA-2017-100013,2017-11-06,8.73,1,0.0,2.9682
CA-2017-100013,2017-11-06,5.68,2,0.0,1.7608
CA-2015-132570,2015-10-31,2.78,2,0.0,0.7228
CA-2015-132570,2015-10-31,79.96,2,0.0,35.982
CA-2016-153682,2016-05-30,839.988,2,0.4,69.999
CA-2016-144344,2016-10-28,47.952,3,0.2,13.7862
CA-2016-144344,2016-10-28,37.425,5,0.7,-29.94
CA-2016-144344,2016-10-28,63.968,2,0.2,0.0
CA-2016-144344,2016-10-28,165.048,3,0.2,41.262
CA-2014-127012,2014-08-11,12.35,1,0.0,5.434
CA-2014-127012,2014-08-11,40.97,1,0.0,10.6522
CA-2014-127012,2014-08-11,22.96,2,0.0,10.7912
CA-2016-128727,2016-08-29,22.0,4,0.0,5.5
US-2016-162859,2016-02-15,398.352,3,0.2,124.485
US-2016-162859,2016-02-15,8.72,4,0.0,3.5752
CA-2017-133641,2017-05-14,48.69,9,0.0,23.8581
CA-2014-168494,2014-12-12,764.688,6,0.2,95.586
CA-2014-168494,2014-12-12,3610.848,12,0.2,135.4068
CA-2014-168494,2014-12-12,254.9745,3,0.15,11.9988
CA-2017-115602,2017-12-18,38.82,6,0.0,17.469
CA-2017-115602,2017-12-18,1141.938,9,0.1,139.5702
CA-2017-115602,2017-12-18,1704.56,13,0.0,511.368
CA-2017-115602,2017-12-18,3.2,2,0.0,1.376
CA-2015-154956,2015-07-04,1099.96,4,0.0,285.9896
CA-2017-144638,2017-03-10,5.248,2,0.2,0.5904
CA-2017-144638,2017-03-10,35.91,3,0.4,-8.379
CA-2017-144638,2017-03-10,6.696,1,0.2,0.5022
CA-2017-144638,2017-03-10,43.872,2,0.2,11.5164
US-2016-168620,2016-12-24,27.882,3,0.7,-20.4468
US-2016-168620,2016-12-24,540.048,3,0.2,-47.2542
US-2016-168620,2016-12-24,255.68,8,0.2,76.704
CA-2017-117079,2017-10-23,863.88,3,0.2,107.985
US-2016-144393,2016-10-28,17.616,4,0.7,-14.0928
CA-2017-105053,2017-07-07,17.472,3,0.2,6.3336
CA-2016-155992,2016-10-01,69.9,2,0.0,18.873
CA-2016-155992,2016-10-01,41.85,5,0.0,10.881
CA-2017-110380,2017-09-02,6.57,3,0.0,1.7739
US-2014-167738,2014-12-24,142.86,1,0.0,41.4294
US-2014-167738,2014-12-24,292.272,6,0.2,18.267
CA-2017-121412,2017-09-23,29.328,3,0.2,3.666
CA-2017-100426,2017-06-04,12.48,2,0.0,5.616
US-2016-103646,2016-04-21,102.336,4,0.2,-12.792
US-2016-103646,2016-04-21,48.792,3,0.8,-126.8592
US-2016-103646,2016-04-21,44.848,8,0.8,-67.272
CA-2016-119186,2016-05-26,10.368,2,0.2,3.6288
CA-2016-119186,2016-05-26,388.43,5,0.3,-88.784
CA-2016-119186,2016-05-26,14.352,3,0.2,5.2026
CA-2016-119186,2016-05-26,63.992,1,0.2,-7.1991
CA-2016-148698,2016-05-02,86.352,3,0.2,5.397
CA-2014-163293,2014-09-08,32.97,3,0.0,12.8583
CA-2014-163293,2014-09-08,83.88,4,0.0,30.1968
CA-2016-160815,2016-09-05,278.4,3,0.0,80.736
CA-2017-122154,2017-04-09,15.12,3,0.2,4.914
CA-2017-122154,2017-04-09,17.43,1,0.7,-13.363
CA-2017-122154,2017-04-09,251.64,3,0.2,88.074
US-2015-149692,2015-12-06,2.772,7,0.8,-4.851
CA-2016-119445,2016-06-26,14.9,5,0.0,1.043
CA-2015-124268,2015-07-04,15.48,3,0.0,4.4892
CA-2016-154711,2016-11-22,39.88,2,0.0,11.1664
CA-2016-154711,2016-11-22,12.192,4,0.2,4.1148
CA-2016-154711,2016-11-22,20.82,3,0.0,7.4952
CA-2016-163384,2016-11-10,13.216,4,0.2,4.4604
CA-2016-163384,2016-11-10,32.4,5,0.0,15.552
CA-2015-101707,2015-08-27,32.94,3,0.0,9.2232
CA-2015-101707,2015-08-27,114.2,5,0.0,52.532
CA-2015-101707,2015-08-27,3.08,1,0.0,1.4784
CA-2015-138898,2015-05-25,845.728,13,0.2,84.5728
CA-2017-115427,2017-12-30,13.904,2,0.2,4.5188
CA-2017-115427,2017-12-30,20.72,2,0.2,6.475
CA-2016-134425,2016-12-08,114.95,5,0.0,2.299
CA-2015-121391,2015-10-04,26.96,2,0.0,7.0096
CA-2016-137043,2016-12-23,572.76,6,0.0,166.1004
CA-2016-137043,2016-12-23,286.38,3,0.0,83.0502
CA-2015-115847,2015-09-19,61.96,2,0.0,4.3372
US-2017-126179,2017-07-03,23.99,1,0.0,5.5177
US-2017-126179,2017-07-03,287.97,3,0.0,77.7519
CA-2016-101966,2016-07-14,419.944,7,0.2,52.493
CA-2016-141397,2016-06-20,46.76,7,0.0,22.4448
CA-2016-141397,2016-06-20,17.712,3,0.2,6.4206
CA-2016-141397,2016-06-20,21.78,2,0.0,5.6628
CA-2016-141397,2016-06-20,161.94,3,0.0,9.7164
CA-2016-141397,2016-06-20,161.568,2,0.2,-8.0784
CA-2016-141082,2016-12-09,3.69,1,0.0,1.7343
CA-2016-141082,2016-12-09,122.12,4,0.0,56.1752
US-2016-134488,2016-09-24,155.372,2,0.3,-13.3176
CA-2016-145919,2016-12-18,38.88,6,0.0,18.6624
CA-2016-145919,2016-12-18,183.84,8,0.0,62.5056
CA-2016-145919,2016-12-18,579.3,5,0.0,28.965
CA-2017-157651,2017-12-10,14.2,1,0.2,3.3725
CA-2014-160773,2014-07-01,575.92,2,0.2,71.99
CA-2014-160773,2014-07-01,5.184,6,0.7,-3.6288
CA-2017-167703,2017-02-03,5.229,3,0.7,-4.1832
CA-2017-167703,2017-02-03,285.552,2,0.2,35.694
CA-2017-121804,2017-03-03,72.8,5,0.0,19.656
CA-2017-162635,2017-10-09,10.816,4,0.2,3.5152
CA-2014-107153,2014-09-28,46.26,3,0.0,12.4902
US-2014-117058,2014-05-27,17.46,6,0.8,-30.555
CA-2015-120439,2015-06-14,51.072,6,0.2,5.1072
CA-2016-128258,2016-03-30,11.34,1,0.0,5.5566
CA-2017-106033,2017-10-15,87.92,4,0.0,26.376
CA-2016-142762,2016-05-23,37.05,3,0.0,16.302
CA-2017-127705,2017-06-02,2.97,1,0.4,-0.6435
CA-2017-127705,2017-06-02,27.44,2,0.2,2.401
CA-2014-122567,2014-02-16,1.08,3,0.8,-1.728
CA-2014-122567,2014-02-16,7.96,2,0.8,-13.93
CA-2014-121664,2014-05-06,140.736,8,0.2,52.776
CA-2016-122133,2016-05-16,552.56,4,0.0,0.0
US-2017-123281,2017-04-02,25.11,3,0.0,6.5286
CA-2017-100524,2017-03-31,29.78,2,0.0,8.0406
CA-2017-100524,2017-03-31,677.58,3,0.0,176.1708
CA-2017-100524,2017-03-31,75.04,8,0.0,36.0192
CA-2017-113481,2017-01-02,695.7,2,0.5,-27.828
CA-2017-113481,2017-01-02,15.66,5,0.7,-12.528
CA-2017-113481,2017-01-02,28.854,6,0.7,-21.1596
CA-2015-131758,2015-05-28,47.82,3,0.0,14.346
CA-2015-131758,2015-05-28,13.05,5,0.0,6.003
CA-2014-118339,2014-03-17,93.78,2,0.0,36.5742
CA-2014-118339,2014-03-17,47.18,7,0.0,23.59
CA-2014-118339,2014-03-17,19.68,6,0.0,5.7072
CA-2014-118339,2014-03-17,53.4,10,0.0,25.098
CA-2014-118339,2014-03-17,35.88,6,0.0,17.2224
CA-2014-153976,2014-10-03,258.279,3,0.3,-70.1043
CA-2016-162901,2016-03-28,31.4,2,0.0,7.85
CA-2017-162978,2017-05-04,183.96,5,0.2,20.6955
CA-2017-162978,2017-05-04,17.61,3,0.0,8.4528
CA-2017-162978,2017-05-04,300.904,1,0.2,11.2839
US-2014-160444,2014-07-05,220.776,3,0.2,-44.1552
US-2014-160444,2014-07-05,281.424,11,0.2,-35.178
CA-2016-145247,2016-05-05,79.14,3,0.0,36.4044
CA-2017-160045,2017-04-26,1.988,1,0.6,-1.4413
US-2014-151925,2014-09-26,145.568,2,0.2,0.0
CA-2017-125199,2017-10-19,123.256,7,0.2,9.2442
CA-2017-125199,2017-10-19,23.68,4,0.2,7.4
CA-2017-125199,2017-10-19,309.576,4,0.4,-56.7556
US-2017-155425,2017-11-10,38.388,14,0.7,-25.592
US-2017-155425,2017-11-10,95.994,2,0.7,-63.996
US-2017-155425,2017-11-10,239.952,6,0.2,-35.9928
US-2017-155425,2017-11-10,201.584,2,0.2,15.1188
US-2017-155425,2017-11-10,899.136,4,0.2,-146.1096
CA-2017-133249,2017-07-08,145.9,5,0.0,62.737
US-2015-103471,2015-12-24,590.058,7,0.7,-786.744
US-2015-103471,2015-12-24,14.04,3,0.2,1.5795
CA-2017-136672,2017-03-07,49.08,3,0.0,4.908
US-2014-157021,2014-04-01,29.6,2,0.0,14.8
US-2014-157021,2014-04-01,17.088,4,0.2,5.5536
CA-2015-120362,2015-09-14,912.75,5,0.0,118.6575
CA-2014-126361,2014-08-04,1089.75,3,0.0,305.13
CA-2014-126361,2014-08-04,447.84,8,0.0,219.4416
CA-2014-126361,2014-08-04,16.4,5,0.0,4.264
CA-2014-126361,2014-08-04,399.96,5,0.2,34.9965
CA-2014-126361,2014-08-04,158.9,5,0.0,7.945
CA-2014-126361,2014-08-04,13.184,1,0.2,4.7792
US-2016-100566,2016-09-03,83.952,3,0.6,-90.2484
US-2016-108504,2016-02-05,80.98,1,0.0,1.6196
US-2016-108504,2016-02-05,348.84,9,0.0,170.9316
US-2016-108504,2016-02-05,9.45,5,0.0,0.189
US-2016-108504,2016-02-05,18.84,3,0.0,7.1592
US-2016-108504,2016-02-05,239.98,2,0.0,52.7956
US-2016-108504,2016-02-05,167.96,2,0.0,78.9412
US-2016-108504,2016-02-05,104.85,3,0.0,28.3095
US-2016-108504,2016-02-05,484.83,3,0.0,126.0558
US-2016-108504,2016-02-05,122.97,3,0.0,60.2553
US-2016-108504,2016-02-05,154.44,3,0.0,1.5444
US-2016-108504,2016-02-05,342.37,7,0.0,160.9139
CA-2017-124828,2017-07-03,9.552,3,0.2,1.5522
US-2017-117247,2017-10-09,652.45,5,0.5,-430.617
US-2017-117247,2017-10-09,66.645,3,0.5,-42.6528
CA-2016-124485,2016-11-24,17.216,4,0.2,6.0256
CA-2016-124485,2016-11-24,11.56,2,0.0,5.6644
CA-2016-124485,2016-11-24,88.4,4,0.0,11.492
CA-2016-124485,2016-11-24,6.48,1,0.0,3.1104
CA-2016-159212,2016-11-01,21.8,2,0.0,6.104
CA-2016-159212,2016-11-01,251.79,3,0.0,118.3413
US-2016-161396,2016-04-19,205.176,2,0.4,-58.1332
US-2016-161396,2016-04-19,419.4,5,0.2,146.79
US-2014-118486,2014-04-06,10.304,1,0.2,-2.1896
US-2014-118486,2014-04-06,154.764,3,0.4,-36.1116
US-2014-118486,2014-04-06,116.784,2,0.2,21.897
CA-2016-130407,2016-09-02,75.48,2,0.0,19.6248
CA-2016-130407,2016-09-02,39.98,2,0.0,9.995
US-2016-122245,2016-09-25,393.165,3,0.5,-204.4458
CA-2017-105144,2017-11-04,23.68,2,0.2,8.88
CA-2016-136329,2016-07-09,408.006,2,0.1,72.5344
CA-2016-136329,2016-07-09,165.28,4,0.0,14.8752
CA-2014-146640,2014-06-30,334.768,7,0.2,108.7996
CA-2017-115994,2017-01-28,239.97,3,0.0,26.3967
CA-2017-115994,2017-01-28,37.74,3,0.0,12.8316
CA-2015-126697,2015-09-21,946.344,7,0.2,118.293
CA-2015-126697,2015-09-21,151.2,3,0.2,32.13
CA-2015-126697,2015-09-21,4.928,4,0.6,-1.4784
CA-2015-124800,2015-09-26,86.272,4,0.2,31.2736
CA-2015-124800,2015-09-26,72.588,2,0.7,-48.392
CA-2015-124800,2015-09-26,60.672,2,0.2,14.4096
CA-2015-124800,2015-09-26,77.031,9,0.7,-59.0571
CA-2015-124800,2015-09-26,119.904,6,0.2,-1.4988
CA-2015-124800,2015-09-26,263.96,5,0.2,23.0965
CA-2015-124800,2015-09-26,363.648,4,0.2,-86.3664
US-2015-164448,2015-10-31,9.728,2,0.2,3.2832
US-2015-164448,2015-10-31,14.75,5,0.0,7.08
US-2015-164448,2015-10-31,29.8,5,0.2,9.3125
US-2015-164448,2015-10-31,427.42,14,0.0,196.6132
CA-2017-122700,2017-11-26,220.752,8,0.4,-40.4712
CA-2014-120768,2014-12-19,152.76,6,0.0,74.8524
CA-2014-120768,2014-12-19,7.27,1,0.0,1.9629
CA-2014-120768,2014-12-19,1819.86,14,0.0,163.7874
US-2016-153129,2016-12-26,33.9,5,0.0,15.594
CA-2017-106852,2017-06-20,31.104,6,0.2,10.8864
CA-2017-106852,2017-06-20,5.248,2,0.2,0.5904
CA-2015-139731,2015-10-15,263.88,3,0.2,42.8805
CA-2015-139731,2015-10-15,2453.43,5,0.3,-350.49
CA-2017-122735,2017-04-12,29.7,5,0.0,13.365
CA-2017-122735,2017-04-12,39.96,4,0.0,17.982
CA-2017-128160,2017-12-19,36.672,2,0.2,11.46
CA-2017-117695,2017-08-05,13.76,2,0.0,6.3296
CA-2015-166135,2015-10-01,139.424,4,0.2,17.428
CA-2016-133725,2016-05-23,1979.928,9,0.2,148.4946
CA-2017-102337,2017-06-13,164.736,4,0.2,-39.1248
CA-2017-102337,2017-06-13,470.302,7,0.3,-87.3418
CA-2017-102337,2017-06-13,47.984,2,0.2,5.998
US-2014-112564,2014-04-23,2.502,3,0.7,-1.7514
CA-2015-145821,2015-05-01,88.752,3,0.2,11.094
US-2015-160150,2015-07-19,2.025,1,0.7,-1.35
CA-2016-133711,2016-11-26,70.98,7,0.0,34.7802
CA-2016-133711,2016-11-26,91.68,3,0.0,45.84
CA-2016-133711,2016-11-26,33.75,5,0.0,16.875
CA-2016-133711,2016-11-26,3040.0,8,0.0,1459.2
CA-2017-148474,2017-06-12,91.2,3,0.0,41.952
CA-2017-148474,2017-06-12,452.94,3,0.0,67.941
CA-2015-111297,2015-08-17,52.2,9,0.0,23.49
CA-2016-123722,2016-09-25,15.936,4,0.2,5.1792
CA-2014-155271,2014-05-04,27.46,2,0.0,9.8856
CA-2015-119907,2015-12-01,55.424,2,0.2,19.3984
US-2016-128902,2016-03-11,244.006,2,0.3,-31.3722
CA-2016-152289,2016-08-26,159.984,2,0.2,43.9956
CA-2016-152289,2016-08-26,1024.716,6,0.3,-29.2776
US-2016-104794,2016-12-16,3.68,2,0.0,1.8032
CA-2014-151708,2014-08-08,121.376,4,0.2,-3.0344
CA-2014-151708,2014-08-08,95.976,3,0.2,-10.7973
CA-2015-100769,2015-05-16,255.968,4,0.2,31.996
CA-2017-139199,2017-12-09,872.94,3,0.0,226.9644
CA-2017-139199,2017-12-09,41.54,2,0.0,19.5238
CA-2017-139199,2017-12-09,12.96,2,0.0,6.2208
US-2015-161466,2015-09-24,6.848,2,0.2,0.5992
CA-2017-164959,2017-07-11,8.67,3,0.0,4.0749
US-2015-105676,2015-12-01,6.688,4,0.6,-4.0128
CA-2016-113138,2016-11-19,17.28,6,0.0,5.0112
CA-2016-113138,2016-11-19,17.712,3,0.2,6.4206
US-2017-104955,2017-03-19,28.91,7,0.0,13.2986
CA-2016-121958,2016-11-13,52.136,7,0.2,5.8653
CA-2017-121468,2017-11-19,31.968,4,0.2,2.3976
US-2016-108455,2016-12-02,25.92,4,0.0,12.4416
US-2016-108455,2016-12-02,40.46,7,0.0,19.8254
US-2016-108455,2016-12-02,33.87,3,0.0,8.8062
CA-2017-101210,2017-08-25,9.728,2,0.2,1.7024
CA-2017-101210,2017-08-25,3.424,1,0.2,1.07
US-2016-108098,2016-10-14,177.0,3,0.0,30.09
CA-2014-119032,2014-11-27,3.76,2,0.0,1.316
CA-2015-140410,2015-11-03,1212.848,7,0.2,106.1242
CA-2015-140410,2015-11-03,89.97,3,0.0,37.7874
